DAY_OF_WEEK,TRUCK_BRAND_NAME,CITY,LOCATION,DAILY_SALES
3,7,4,732,1043.0
2,13,4,1273,601.5
1,12,4,1373,491.0
1,11,4,1843,978.0
3,2,4,1874,1336.0
0,14,4,717,591.0
1,2,4,1319,1539.0
5,3,4,708,1506.5
2,3,4,988,888.0
3,13,4,1254,753.5
1,3,4,565,1351.5
1,12,4,2094,1252.0
0,1,4,782,256.0
1,4,4,555,920.0
1,7,4,716,3986.0
1,9,4,1767,1338.0
3,6,4,991,2167.5
2,1,4,875,313.0
0,2,4,1654,607.0
2,0,4,1222,1300.0
0,3,4,1051,603.0
5,8,4,1249,853.0
1,1,4,923,603.0
2,7,4,1620,1396.0
3,12,4,952,851.0
2,14,4,1388,854.0
2,14,4,566,1288.0
1,0,4,1654,786.0
4,1,4,1756,589.0
5,7,4,1253,1706.0
3,2,4,1383,1457.0
1,11,4,985,1253.0
2,11,4,1000,1066.0
4,12,4,1405,807.0
1,12,4,1222,792.0
5,7,4,1222,1799.0
0,12,4,619,546.0
2,8,4,1940,1054.0
1,12,4,1830,1729.0
0,14,4,1062,815.0
6,9,4,1405,1208.0
1,7,4,594,1151.0
1,14,4,1387,740.0
5,8,4,714,893.0
1,1,4,598,704.0
3,5,4,624,626.0
5,10,4,1222,967.0
2,1,4,954,380.0
3,2,4,632,1009.0
0,12,4,1316,463.0
4,2,4,1296,1072.0
6,12,4,1270,868.0
3,4,4,2003,1355.0
3,2,3,1047,6288.0
3,3,4,717,658.5
4,9,4,621,1157.0
0,7,4,1274,1223.0
4,1,4,1982,792.0
6,2,4,1392,832.0
6,1,4,2020,569.0
4,2,4,1372,1011.0
5,9,4,1053,3315.0
0,10,4,1391,870.0
1,2,4,1069,1339.0
6,7,4,989,1649.0
0,13,4,958,364.5
3,14,4,604,789.0
3,5,4,636,667.0
2,2,4,1850,910.0
1,12,4,953,694.0
4,1,4,1395,442.0
5,12,4,1982,860.0
6,13,4,563,552.5
1,4,4,636,865.0
4,9,4,988,1350.0
0,2,4,1943,896.0
0,13,4,610,297.5
3,3,4,1234,925.0
2,3,4,987,1193.5
0,11,4,1299,785.0
4,7,4,903,2004.0
2,1,4,992,534.0
2,10,4,1763,525.0
0,11,4,1397,655.0
4,7,4,1338,1315.0
2,8,4,965,624.0
0,10,4,1381,647.0
0,2,4,1367,746.0
0,8,4,1845,996.0
3,10,4,1000,1008.0
2,1,2,323,4561.0
3,2,2,489,14105.0
3,6,2,974,8898.5
4,3,2,84,25623.5
0,2,2,1554,4721.0
5,5,2,1266,4136.0
2,9,3,1755,5706.0
1,13,1,181,14649.0
1,11,1,1320,23788.0
1,7,1,1633,46173.0
0,7,0,483,21700.0
0,7,1,189,48155.0
1,10,2,1559,10388.0
6,2,2,6,7789.0
0,13,2,1817,2462.0
0,6,2,538,9053.75
1,2,3,56,9237.0
1,10,3,1720,7985.0
1,10,1,497,48835.0
1,0,1,2067,61721.0
4,14,0,27,7370.0
0,4,2,1282,7291.0
3,2,3,1991,10857.0
2,4,4,1833,1339.0
3,2,4,1875,5080.0
1,5,0,740,4346.0
2,10,1,1708,55383.0
1,8,3,243,6540.0
2,3,3,1646,11085.0
1,3,3,1576,9332.0
4,10,2,1808,4114.0
0,5,2,1138,4742.0
1,1,3,1776,8197.0
3,9,3,1985,14147.0
3,1,1,1238,14383.0
5,14,2,1137,17898.0
1,0,3,222,7608.0
6,11,1,1479,53360.0
2,7,1,737,131991.0
2,13,3,930,2862.5
5,10,3,109,8066.0
6,3,3,684,6592.5
6,10,3,222,6574.0
0,11,3,912,6597.0
3,6,2,1209,10368.25
6,2,2,134,7074.0
6,5,1,1775,77867.0
3,0,4,1051,889.0
0,4,4,1232,3304.0
0,6,1,500,49143.0
0,8,1,748,32927.0
0,12,1,1551,28986.0
5,3,2,1165,14017.5
6,0,2,175,6692.0
1,2,2,1213,18164.0
6,8,1,455,34651.0
0,2,2,7,12661.0
6,12,2,1921,7009.0
3,13,2,1173,3301.0
5,3,2,831,13596.0
2,0,2,631,11310.0
5,13,1,1928,13348.0
1,12,0,1585,15947.0
0,12,1,8,31410.0
0,5,2,981,6697.0
4,12,0,774,7288.0
3,5,2,1564,11925.0
4,8,3,1860,19930.0
1,9,0,54,5378.0
2,6,0,779,11750.75
6,10,0,774,6007.0
0,0,0,296,12231.0
0,8,0,811,13709.0
4,9,1,1916,28603.0
6,2,3,681,11831.0
0,4,3,141,20639.0
1,10,3,334,12794.0
6,8,3,569,9411.0
1,8,1,486,34795.0
0,10,1,1340,71221.0
2,3,2,379,14163.0
2,9,2,1518,12466.0
1,8,3,1519,14558.0
2,5,0,1868,16888.0
2,5,0,1690,7080.0
3,3,0,15,20953.0
1,13,3,192,3859.5
3,7,3,1996,8761.0
1,5,3,1530,10605.0
3,10,3,1529,5868.0
0,4,2,47,7117.0
2,13,2,1499,8620.5
2,1,2,263,4595.0
2,5,2,2059,11777.0
4,6,2,975,11098.75
6,10,1,524,24479.0
6,14,4,1029,3221.0
0,3,1,1345,54322.0
3,14,2,1447,11537.0
3,11,2,88,4978.0
4,14,2,357,5281.0
6,6,2,1418,17586.0
0,10,1,670,28739.0
5,14,2,379,11194.0
4,1,2,372,4421.0
1,13,2,327,5841.5
2,8,2,1194,7909.0
0,8,1,117,97319.0
3,14,1,1909,27031.0
4,9,2,1570,25434.0
6,11,1,497,24352.0
5,11,1,1504,28058.0
2,10,1,1775,101679.0
5,11,1,78,54097.0
6,5,2,1934,9088.0
5,11,1,1772,28301.0
2,11,1,1461,22754.0
1,9,2,2098,5221.0
3,6,2,185,13924.0
6,7,1,305,49913.0
1,10,1,674,24668.0
6,7,2,7,11513.0
0,0,2,406,7180.0
0,4,2,1709,8728.0
4,4,2,1855,24954.0
1,3,2,359,6147.5
1,14,2,7,6963.0
2,12,2,784,6380.0
6,11,1,1206,29357.0
5,3,3,548,9603.0
6,5,3,1936,9383.0
2,12,1,1746,29812.0
1,1,1,176,15482.0
0,12,2,367,4559.0
2,0,1,1802,61371.0
5,11,3,108,6962.0
2,1,2,187,9038.0
3,5,3,334,12660.0
0,10,3,2030,4329.0
4,14,2,1704,6291.0
4,1,2,1507,5117.0
5,11,1,17,25124.0
5,0,2,385,7819.0
1,12,2,423,7414.0
0,1,2,1306,3255.0
2,1,2,772,3834.0
6,9,1,1548,61801.0
3,2,0,544,13633.0
3,12,4,1362,1889.0
0,14,4,1617,770.0
2,1,2,7,10388.0
4,13,2,2089,2572.0
0,0,1,1496,31210.0
0,12,1,305,26208.0
2,4,2,1490,21851.0
5,2,2,2058,11682.0
0,12,2,1462,4686.0
5,13,2,1818,3130.5
5,14,2,1669,7448.0
2,3,3,75,20636.0
5,2,2,1212,7815.0
5,4,2,360,8585.0
2,8,2,1817,7886.0
4,0,2,1670,7432.0
6,10,1,1671,72135.0
2,10,1,43,92911.0
2,11,1,438,29744.0
2,7,2,1517,7088.0
3,8,2,767,10796.0
4,2,2,360,8584.0
5,8,2,1973,9978.0
6,5,2,327,9257.0
6,9,2,1418,13918.0
4,6,2,1545,12236.5
5,7,2,315,14392.0
0,13,2,2083,4006.0
0,9,2,95,12037.0
1,14,3,1148,12220.0
2,8,3,1749,8532.0
1,8,1,646,104555.0
4,9,2,916,14916.0
1,11,2,1077,12674.0
3,10,2,1170,4137.0
4,12,2,53,10895.0
3,8,1,146,34338.0
6,2,2,1968,29148.0
6,9,2,263,6425.0
6,14,1,1131,61711.0
0,3,1,96,28101.0
1,12,2,2091,8538.0
4,11,1,710,27285.0
6,10,1,2007,48223.0
0,0,2,762,4370.0
4,3,2,1561,8150.5
4,9,4,1402,2227.0
3,0,2,1554,5500.0
5,12,3,1045,9436.0
6,5,3,74,6211.0
0,6,3,1675,9173.5
0,1,3,310,2929.0
0,7,1,181,40815.0
0,3,0,1574,4557.0
1,0,1,1856,33364.0
3,5,3,288,10313.0
3,5,3,2104,7075.0
3,11,3,1765,5563.0
2,2,0,1878,10858.0
3,2,0,1639,20249.0
0,0,0,1475,4399.0
2,10,1,1662,21939.0
1,13,1,1806,15838.0
3,9,3,578,6935.0
4,4,3,1088,7679.0
4,9,3,289,16528.0
2,12,3,2093,8084.0
6,6,0,504,13281.0
0,6,0,81,16643.75
1,0,0,281,16628.0
5,3,3,844,23918.5
5,9,0,274,6178.0
0,8,0,296,11225.0
4,0,0,755,17385.0
4,8,0,885,7336.0
6,13,2,50,8425.5
6,6,2,373,13029.25
1,3,2,2083,13693.0
2,6,2,764,11444.75
5,12,1,1553,32866.0
5,8,1,1246,91462.0
1,2,0,763,7379.0
1,3,0,248,7087.5
6,3,0,1428,7655.5
2,3,0,523,6647.5
2,14,0,296,5870.0
6,7,1,1946,45338.0
1,5,1,1099,21805.0
2,2,1,738,30945.0
2,0,1,911,63228.0
4,6,2,1408,16016.5
5,13,2,346,5277.0
5,2,2,1161,26420.0
5,2,2,849,9638.0
5,1,2,223,4688.0
6,6,2,1213,21698.25
0,9,2,367,10650.0
2,2,2,830,20498.0
3,9,2,472,5153.0
4,2,2,445,27603.0
6,14,2,1855,7035.0
3,8,0,1480,9798.0
5,4,0,275,10487.0
1,10,3,1245,11427.0
2,3,3,912,13943.0
3,3,3,1722,12178.5
4,13,3,681,7437.5
3,1,1,11,14382.0
2,12,1,1459,53508.0
3,11,1,2067,54195.0
0,4,0,1472,6194.0
4,2,0,779,6077.0
0,0,0,1897,11972.0
1,4,0,504,18891.0
6,4,0,994,8027.0
1,9,2,1545,4619.0
5,13,1,1989,15528.5
0,0,0,1783,2241.0
0,4,0,303,10048.0
1,4,0,115,7444.0
2,0,0,259,6307.0
5,0,0,1726,17691.0
1,2,0,113,8125.0
2,0,0,470,6629.0
4,13,2,382,11696.0
4,6,2,1195,24151.25
5,13,2,1174,8510.0
1,14,2,1436,4913.0
0,13,3,1910,3329.0
0,10,3,2006,4383.0
0,9,3,802,10818.0
3,1,0,652,3622.0
0,1,0,1594,3351.0
1,1,0,735,6676.0
1,1,0,2000,7098.0
5,1,0,1861,3124.0
3,3,2,1213,17561.0
5,2,2,386,9211.0
5,14,2,1177,10424.0
0,14,2,855,6506.0
1,0,0,56,5774.0
2,2,0,1783,14112.0
2,4,0,1168,6682.0
4,3,0,763,6554.5
5,9,1,1237,28247.0
6,4,0,937,9862.0
0,13,1,171,26052.0
4,2,3,447,7374.0
5,11,3,2104,7962.0
2,0,1,1828,27716.0
3,3,0,1651,7544.5
4,13,0,56,4304.5
4,3,0,582,8050.5
1,3,0,104,6144.0
2,1,0,745,10974.0
5,0,0,1457,7466.0
6,2,0,721,11135.0
2,1,0,1187,6366.0
0,12,1,1548,31361.0
4,8,0,206,12105.0
4,2,0,673,8355.0
1,11,0,52,5554.0
0,1,0,1920,1988.0
6,2,0,173,34354.0
4,12,0,805,8909.0
5,2,0,734,28330.0
6,4,0,104,21255.0
1,4,0,693,7292.0
1,7,0,806,7391.0
0,10,0,280,11435.0
0,1,0,1457,3274.0
2,3,0,1990,10807.5
4,1,0,586,3360.0
4,3,1,1238,27031.5
4,7,0,1480,27223.0
5,0,0,573,21394.0
6,1,0,664,3466.0
0,12,3,704,5842.0
4,0,0,1847,8278.0
2,3,0,483,8413.0
2,1,3,232,12547.0
4,2,0,1352,13054.0
6,12,3,897,21423.0
0,3,3,299,5506.5
0,10,3,411,5514.0
4,6,3,220,30303.5
5,2,3,1539,12034.0
5,11,3,527,11589.0
0,1,0,702,6116.0
1,1,0,742,7249.0
0,14,1,1532,27315.0
0,5,1,928,22156.0
1,2,2,2059,6253.0
3,13,1,239,12930.0
4,9,1,487,27732.0
4,1,0,278,8171.0
5,1,0,258,14671.0
1,0,0,672,11282.0
4,7,0,201,8055.0
1,3,3,1646,7064.0
2,2,3,1416,5980.0
2,11,3,1573,10487.0
1,10,0,720,6514.0
1,9,2,1139,6318.0
3,9,0,160,10517.0
2,5,1,17,22189.0
2,1,0,2112,7473.0
0,3,0,55,15906.5
5,10,1,628,53431.0
6,5,2,1855,9063.0
4,0,0,1903,26112.0
4,0,1,383,95928.0
1,0,1,932,28309.0
6,5,0,910,8548.0
6,11,0,561,7394.0
1,8,1,1527,33986.0
2,3,0,947,3953.5
2,2,0,461,39813.0
2,12,0,1247,9981.0
2,11,0,2052,9643.0
2,7,0,719,11979.0
3,1,0,522,5704.0
6,9,0,1629,8992.0
3,11,0,24,7783.0
2,2,0,234,5986.0
0,4,0,1422,26008.0
6,2,3,1936,21072.0
1,7,0,1661,22533.0
4,10,3,1414,8023.0
6,14,3,411,13068.0
5,11,1,45,24201.0
1,8,1,429,71114.0
3,4,0,54,30365.0
5,3,0,280,9825.5
3,8,3,810,9286.0
5,1,0,745,3752.0
5,10,0,463,7231.0
1,0,1,1504,60135.0
0,4,3,1487,10826.0
3,9,3,1842,16965.0
4,4,3,570,11857.0
4,11,1,813,25651.0
0,5,2,1456,8703.0
4,2,2,772,9038.0
6,4,0,544,8271.0
6,7,0,545,23987.0
2,10,0,104,5761.0
2,5,0,1600,12934.0
3,2,0,1226,8825.0
6,3,1,737,28867.5
5,12,1,1548,25325.0
6,9,1,1521,27222.0
3,12,0,1168,5283.0
5,5,0,291,13884.0
5,5,0,2000,9294.0
3,13,2,815,4507.5
3,3,2,1202,13498.5
4,0,2,1581,8133.0
6,14,0,56,8288.0
6,10,0,721,8313.0
0,10,0,2084,5385.0
0,11,0,1974,6386.0
5,8,1,1979,33783.0
5,11,1,110,23798.0
5,2,2,167,13452.0
1,1,0,206,5383.0
1,0,0,1977,8205.0
1,7,0,1090,14515.0
3,14,0,659,9960.0
3,10,1,69,26519.0
4,10,1,347,26366.0
4,2,0,702,28661.0
4,3,0,2031,14425.5
4,0,0,1580,15533.0
5,12,0,919,20609.0
5,4,0,161,16744.0
5,9,0,672,10065.0
0,14,1,1466,31775.0
0,5,1,920,48180.0
1,6,3,894,16662.0
1,12,3,1529,7176.0
2,5,3,458,10871.0
2,11,1,1862,50707.0
3,13,3,1668,3715.0
2,10,1,1613,49985.0
2,12,1,271,30312.0
2,8,1,1258,65570.0
2,5,0,695,5127.0
3,0,0,1690,9331.0
0,10,1,317,22881.0
1,11,1,350,55052.0
5,14,0,292,9975.0
5,0,0,584,9560.0
0,13,0,430,2834.0
0,2,0,1579,7819.0
0,11,0,559,6157.0
2,10,0,1096,7034.0
0,12,3,1866,5237.0
0,8,3,1433,18190.0
1,13,3,1829,3901.0
3,9,1,649,31238.0
4,13,1,347,14035.0
5,14,1,1640,53167.0
2,1,3,759,10740.0
2,5,3,1098,11776.0
3,9,1,78,88159.0
4,8,1,212,36851.0
5,0,1,228,33819.0
4,5,3,1890,7435.0
5,9,3,138,9570.0
3,5,0,2053,12461.0
4,0,0,1503,8440.0
0,3,3,1787,16119.5
4,7,1,43,47063.0
5,3,1,1103,28401.5
6,3,0,1899,10129.0
6,11,0,573,5950.0
0,5,0,1638,4517.0
2,13,1,1489,14415.5
2,0,1,207,27646.0
1,9,0,1768,7237.0
3,0,0,2043,7606.0
3,4,0,719,9460.0
5,2,1,753,35688.0
6,4,1,1509,40121.0
3,13,1,305,28497.5
0,4,2,1814,6504.0
1,3,2,221,4416.0
6,3,2,1536,9248.5
0,6,2,519,6755.25
3,0,0,1770,5514.0
3,7,0,1187,9388.0
3,7,0,64,10686.0
0,2,1,1502,36865.0
4,8,0,453,28266.0
6,1,0,1917,9673.0
0,3,3,678,7942.0
6,3,3,79,16110.0
5,14,2,433,6083.0
6,6,2,1807,8699.0
6,6,2,790,27450.75
1,1,2,1446,8141.0
1,1,2,95,7244.0
3,4,2,215,17806.0
4,13,2,795,6832.0
0,3,3,2079,4969.0
4,6,2,440,19863.0
5,9,2,1141,7742.0
0,2,2,1101,6641.0
4,12,0,1600,6625.0
0,12,0,475,6864.0
0,9,0,1649,6048.0
2,6,0,653,13006.5
3,14,0,178,4677.0
3,0,0,1079,4933.0
4,3,3,1283,6980.5
6,3,3,173,14119.5
1,3,3,1682,13580.5
6,7,3,140,9816.0
1,5,3,1825,7276.0
2,14,3,1859,14441.0
5,9,1,383,30319.0
6,10,1,1607,51145.0
4,6,0,667,16293.75
4,5,0,462,14207.0
4,8,0,561,12986.0
4,4,0,483,8184.0
6,6,0,996,12467.25
1,8,1,1941,68523.0
2,13,1,2070,13099.0
2,10,1,1543,28386.0
0,13,1,455,15568.5
3,5,1,1279,26570.0
4,7,1,276,85279.0
0,9,3,172,6302.0
6,7,1,1033,82396.0
3,10,3,58,4483.0
3,10,3,1121,15362.0
4,1,3,1491,2767.0
4,1,3,1786,8499.0
4,9,3,897,6606.0
0,10,1,2073,20510.0
1,10,1,420,28548.0
6,6,0,245,15721.25
6,9,0,504,8482.0
0,8,0,205,17850.0
2,8,0,195,6958.0
4,2,0,1497,18041.0
4,14,0,1884,6412.0
4,1,0,1783,4481.0
1,7,1,176,44222.0
2,14,1,744,32965.0
0,13,3,1597,2720.5
0,5,0,1945,7005.0
3,13,1,928,25916.5
2,5,3,685,3830.0
2,11,0,275,4960.0
3,7,0,1727,12707.0
6,4,3,1765,7936.0
6,9,3,1478,12799.0
0,5,3,1598,3599.0
3,7,1,738,76641.0
4,0,1,890,28974.0
0,14,1,1108,27774.0
6,14,1,70,29720.0
0,11,1,1210,31479.0
0,7,1,2048,46393.0
0,7,2,764,7303.0
1,8,2,339,11103.0
3,2,2,1815,8394.0
6,13,3,23,3265.5
0,13,3,38,3304.0
0,3,3,1277,11238.5
1,3,3,74,6858.0
4,13,3,578,2584.5
5,3,3,79,6337.0
5,9,3,252,10026.0
0,1,2,433,4174.0
0,9,2,409,20316.0
1,5,3,2014,5315.0
3,9,3,1749,8476.0
3,14,2,1557,19742.0
3,6,2,316,8040.25
5,5,2,90,15365.0
2,6,1,1901,41242.75
5,8,3,1957,18816.0
2,13,3,1657,11378.0
6,3,3,2118,16693.0
5,0,1,2105,35736.0
5,9,1,1082,27363.0
1,4,1,1466,39630.0
6,1,0,586,13184.0
4,2,0,135,6652.0
5,2,0,1460,14878.0
5,4,0,1259,15788.0
2,5,1,1548,26174.0
1,2,2,1561,25420.0
1,10,2,1179,5971.0
2,1,2,1914,3171.0
0,5,1,1502,27275.0
1,13,1,1821,26790.5
1,13,1,1933,14943.0
2,9,1,1206,26305.0
3,14,1,370,31110.0
3,1,1,1611,14926.0
1,8,1,1556,29889.0
2,12,1,318,26453.0
0,14,0,1586,6680.0
0,4,0,1692,21405.0
6,7,0,1578,15043.0
1,8,0,491,19138.0
4,5,1,1438,21938.0
6,3,0,886,7623.0
6,5,0,40,8401.0
2,7,3,1866,11516.0
5,10,1,816,25620.0
3,3,3,1956,10772.5
6,4,2,371,14946.0
1,8,3,570,7432.0
3,6,3,1097,30866.0
6,4,2,1777,9416.0
4,3,3,112,9745.5
3,1,0,82,3071.0
3,4,0,2043,6974.0
6,10,1,1171,29267.0
4,4,0,834,25803.0
2,10,1,1891,23476.0
5,8,1,279,31978.0
1,1,0,947,3579.0
5,6,1,436,48421.0
2,0,0,910,8445.0
0,1,3,59,3312.0
4,4,0,145,11305.0
4,11,0,1974,6118.0
5,3,0,1441,11499.0
1,10,1,457,44917.0
0,9,2,521,12206.0
1,5,2,980,5996.0
2,10,1,1500,23179.0
1,9,2,1559,12833.0
2,0,2,418,7371.0
2,11,2,1666,6997.0
3,9,2,767,12231.0
4,4,2,380,11320.0
4,0,0,94,36826.0
6,1,0,2084,4388.0
1,3,0,510,4958.5
1,3,0,1975,5790.5
3,0,1,1440,32212.0
1,0,1,1470,65418.0
3,4,3,1361,44463.0
4,13,3,1844,7320.0
1,6,3,917,23966.5
2,12,3,1902,4647.0
0,12,3,800,6347.0
0,4,3,308,7069.0
1,9,3,1550,5388.0
1,2,3,59,13796.0
5,8,3,1540,22193.0
6,13,3,896,5311.0
0,6,2,258,7629.0
6,8,3,2009,9774.0
0,5,3,58,4342.0
4,7,0,746,9470.0
6,0,0,1778,26364.0
6,0,1,891,30835.0
2,13,2,1547,5365.0
6,9,2,264,7470.0
2,14,3,578,5282.0
5,11,0,1239,6841.0
0,13,0,1858,3203.0
1,1,4,603,1539.0
3,1,4,1843,1824.0
4,12,4,1845,1465.0
4,12,4,1374,2703.0
1,2,4,626,1649.0
0,10,4,2115,1775.0
0,13,4,1218,441.5
1,8,4,1322,3122.0
2,4,0,1445,10586.0
3,1,0,62,14682.0
4,13,4,592,1556.0
5,14,4,1264,2183.0
0,10,4,1915,1769.0
1,9,4,619,725.0
1,9,4,1385,1631.0
4,2,4,2036,1496.0
0,7,4,1015,1408.0
6,10,4,2003,1271.0
0,14,4,1944,1597.0
0,10,4,1798,849.0
3,8,4,624,1422.0
1,1,4,1653,1113.0
5,12,1,820,32993.0
5,9,1,419,90449.0
2,14,4,782,1502.0
4,4,3,1981,13314.0
2,3,2,2108,5738.5
4,7,1,1862,45785.0
5,10,1,925,47538.0
5,1,3,1883,11822.0
1,8,1,1443,37564.0
0,6,3,1786,7303.25
1,4,3,950,32548.0
4,10,1,941,48159.0
2,10,1,432,68133.0
0,13,0,775,3531.5
0,3,0,523,6872.0
0,6,0,257,8271.25
4,10,1,1238,27033.0
1,12,1,649,32411.0
1,8,1,1946,29669.0
0,5,1,239,22165.0
2,9,1,13,54847.0
3,2,1,352,30736.0
6,0,1,404,37137.0
6,12,1,501,32792.0
0,13,1,757,30536.5
3,13,1,1642,54951.0
5,0,1,78,58327.0
3,11,0,1594,7489.0
6,2,2,170,11802.0
0,13,2,1838,3212.0
1,9,2,1815,12124.0
1,3,2,236,12342.5
5,3,0,54,11189.0
6,5,0,1770,19242.0
4,3,2,1542,16331.0
2,13,1,1948,41981.0
2,14,1,827,33534.0
2,10,1,651,23049.0
0,2,1,401,30168.0
0,2,1,891,62381.0
3,13,4,1275,1133.0
1,13,4,1072,1894.0
3,14,4,1230,2145.0
3,12,4,1026,1151.0
5,1,4,1403,2527.0
6,14,4,871,2522.0
3,11,4,619,2331.0
3,9,4,1219,2915.0
0,0,1,78,122898.0
0,9,4,781,1546.0
1,9,4,1063,1550.0
0,9,4,2115,3444.0
2,8,4,959,3694.0
3,7,4,709,3741.0
0,8,4,1403,1533.0
2,4,4,1849,2808.0
5,9,4,343,2216.0
5,14,3,2056,19232.0
6,12,3,2006,8646.0
6,7,3,1782,9119.0
0,5,3,1842,5358.0
2,4,0,94,7402.0
1,5,1,675,24334.0
2,11,0,929,7363.0
0,9,4,614,2301.0
1,12,4,1296,1045.0
3,11,4,1370,2274.0
4,12,4,873,1915.0
6,13,4,613,585.5
0,9,4,632,945.0
2,11,4,924,682.0
4,7,4,617,1873.0
4,2,4,1379,5816.0
5,1,4,988,2629.0
5,10,4,1011,985.0
0,8,1,370,30816.0
3,12,4,1873,1600.0
5,12,4,566,5134.0
6,14,4,564,2295.0
0,2,4,875,2354.0
2,9,4,1383,1361.0
2,4,4,1404,1068.0
3,14,4,1029,1285.0
4,11,4,2101,1470.0
0,1,4,990,625.0
1,2,4,1294,1321.0
2,12,4,1071,1431.0
5,13,1,669,44221.5
2,6,2,1817,32130.25
0,2,1,96,29781.0
0,14,1,490,26931.0
1,3,3,500,7551.5
2,5,3,2014,6468.0
3,9,3,1936,6127.0
0,8,1,1892,98624.0
1,13,1,244,26085.5
1,2,0,2029,10408.0
2,10,0,14,6443.0
6,9,1,920,29898.0
2,0,0,503,18718.0
3,0,0,1239,6337.0
5,2,0,1515,7556.0
3,3,0,1647,5375.5
1,0,1,1285,32864.0
2,0,1,148,29411.0
5,12,3,1360,17083.0
6,9,4,619,1756.0
0,10,4,1721,555.0
1,12,4,951,1061.0
6,3,3,1244,14110.5
6,3,2,1195,10355.5
5,10,4,978,1271.0
0,4,4,1871,1023.0
1,13,4,1311,875.5
1,0,1,1848,58554.0
0,3,0,1085,5592.5
0,0,0,1225,4602.0
5,1,0,1352,4843.0
3,8,4,1217,1633.0
5,4,2,1507,12984.0
4,13,3,1619,3028.0
5,9,3,2045,16789.0
4,13,3,105,11498.5
5,13,3,2102,10527.0
3,11,1,2048,28297.0
5,8,1,1257,30163.0
1,0,0,657,4287.0
0,9,2,1282,7419.0
1,6,2,417,12131.5
0,10,1,1284,23117.0
1,5,1,349,50621.0
1,8,1,305,30771.0
3,14,1,67,52556.0
1,2,0,1990,22748.0
2,3,0,1444,8674.5
5,4,0,470,13214.0
6,0,0,1702,15386.0
1,8,0,993,20717.0
1,11,0,303,7975.0
2,1,0,1858,3408.0
5,8,0,277,8127.0
0,5,0,205,4939.0
0,11,0,2071,5861.0
3,3,3,569,12315.5
4,9,3,821,7722.0
6,10,0,2100,13225.0
6,12,0,560,8452.0
6,8,0,1476,23441.0
6,4,0,879,15883.0
0,9,0,62,9641.0
6,12,1,1952,29989.0
6,5,1,180,24838.0
4,2,0,1692,11501.0
1,11,0,1192,6859.0
2,0,0,2072,11263.0
2,9,0,92,6798.0
3,11,0,1898,9413.0
1,14,1,350,56877.0
6,14,1,1908,29570.0
5,1,0,1768,6525.0
0,8,1,337,31009.0
4,9,1,1466,26879.0
5,7,1,2049,47051.0
3,10,1,1103,26672.0
4,13,2,783,2673.5
4,9,2,944,6299.0
5,14,2,91,6016.0
3,11,1,661,22662.0
4,11,1,1966,25183.0
2,11,0,1579,4030.0
4,14,0,1638,7700.0
4,1,0,16,3401.0
4,0,0,1428,5956.0
5,13,1,1596,16012.5
4,5,1,1941,48136.0
0,1,0,1967,3171.0
4,2,0,692,21772.0
5,14,1,1082,29127.0
5,8,1,2105,37606.0
0,12,0,24,6087.0
5,2,0,2068,21531.0
5,0,0,1847,7221.0
0,4,0,1878,7250.0
6,5,1,401,25788.0
5,0,0,469,9465.0
5,4,0,1481,13790.0
0,2,0,1641,8157.0
0,4,2,839,6431.0
2,13,2,1153,9107.0
3,1,2,294,4426.0
3,9,2,571,5910.0
2,0,0,1441,7511.0
3,3,0,1969,17136.0
3,8,0,1452,8845.0
4,3,0,836,8206.0
6,13,2,489,6818.0
0,2,2,1818,12142.0
0,3,2,1968,8956.0
4,9,0,746,6332.0
5,5,0,1429,5937.0
6,2,0,2,7220.0
6,14,0,910,11791.0
2,4,0,474,18706.0
5,2,0,1647,19346.0
1,3,0,62,5077.5
3,6,2,520,7202.0
1,5,1,1451,20577.0
0,2,2,1129,9067.0
1,12,0,860,24757.0
2,14,0,1753,8104.0
2,7,0,1574,11558.0
3,6,0,1265,13710.0
6,12,3,1919,14204.0
6,12,3,1420,7247.0
4,9,1,374,26815.0
3,5,2,2113,3579.0
6,13,2,786,6303.5
6,1,2,1203,3727.0
5,0,0,1192,10797.0
5,8,0,64,10849.0
5,12,0,120,9825.0
5,4,0,834,19874.0
6,3,0,929,11305.0
6,6,0,1847,10255.75
0,9,3,38,7083.0
1,3,3,540,13285.0
5,14,2,440,9820.0
1,3,0,1743,6313.5
1,7,0,652,14290.0
2,1,0,94,7898.0
2,4,0,544,6289.0
3,2,0,503,19230.0
0,0,0,262,8365.0
0,11,0,671,3690.0
0,9,0,24,5600.0
6,5,1,260,90850.0
2,6,0,1949,7669.75
3,12,0,659,16023.0
3,4,0,1702,17181.0
0,3,3,1991,3720.0
6,13,3,153,4217.0
1,9,3,411,6260.0
2,13,3,76,3148.5
3,9,3,1589,12997.0
0,2,0,1090,9715.0
1,7,0,475,7665.0
0,8,0,54,8644.0
2,3,0,1627,6901.5
2,1,0,66,8148.0
2,8,0,1444,6281.0
3,11,0,1472,5206.0
3,7,0,33,7533.0
4,0,0,734,37547.0
3,4,0,946,18738.0
4,0,0,1475,10925.0
4,12,0,26,8744.0
4,6,0,1768,13756.5
4,12,0,761,12027.0
5,8,0,1413,10515.0
6,14,0,841,11318.0
5,12,3,79,18264.0
2,9,0,836,9587.0
4,6,0,543,22114.5
4,1,0,1168,11427.0
4,6,1,207,47012.0
1,10,3,1883,5660.0
3,0,1,487,29275.0
